image,ground_truth,prediction,confidence,correct,status
evaluation\frames\video_6_frame_138.jpg,helmet,helmet,0.9327165484428406,True,evaluated
evaluation\frames\video_6_frame_161.jpg,helmet,helmet,0.9186532497406006,True,evaluated
evaluation\frames\video_6_frame_184.jpg,helmet,helmet,0.9231593012809753,True,evaluated
evaluation\frames\video_6_frame_207.jpg,helmet,helmet,0.9067956805229187,True,evaluated
evaluation\frames\video_6_frame_230.jpg,helmet,helmet,0.9044851064682007,True,evaluated
evaluation\frames\video_6_frame_253.jpg,helmet,no_helmet,0.907547116279602,False,evaluated
evaluation\frames\video_6_frame_276.jpg,helmet,helmet,0.9272783398628235,True,evaluated
evaluation\frames\video_6_frame_299.jpg,helmet,helmet,0.9290673732757568,True,evaluated
evaluation\frames\video_6_frame_322.jpg,helmet,helmet,0.9141123294830322,True,evaluated
evaluation\frames\video_6_frame_345.jpg,helmet,helmet,0.9026473760604858,True,evaluated
evaluation\frames\video_6_frame_368.jpg,helmet,helmet,0.8793599605560303,True,evaluated
evaluation\frames\video_6_frame_391.jpg,helmet,helmet,0.9064071774482727,True,evaluated
evaluation\frames\video_6_frame_414.jpg,helmet,helmet,0.9392271637916565,True,evaluated
evaluation\frames\video_6_frame_437.jpg,helmet,helmet,0.9164531230926514,True,evaluated
evaluation\frames\video_7_frame_0.jpg,helmet,helmet,0.7780388593673706,True,evaluated
evaluation\frames\video_7_frame_90.jpg,helmet,helmet,0.9022389054298401,True,evaluated
evaluation\frames\video_7_frame_180.jpg,helmet,no_helmet,0.8527756929397583,False,evaluated
evaluation\frames\video_7_frame_270.jpg,helmet,helmet,0.8624550104141235,True,evaluated
evaluation\frames\video_7_frame_360.jpg,helmet,helmet,0.8866089582443237,True,evaluated
evaluation\frames\video_7_frame_450.jpg,helmet,helmet,0.8304252624511719,True,evaluated
evaluation\frames\video_7_frame_540.jpg,helmet,helmet,0.9126990437507629,True,evaluated
evaluation\frames\video_7_frame_630.jpg,helmet,helmet,0.9423914551734924,True,evaluated
evaluation\frames\video_7_frame_720.jpg,helmet,no_helmet,0.8957257866859436,False,evaluated
evaluation\frames\video_7_frame_810.jpg,helmet,helmet,0.8995175957679749,True,evaluated
evaluation\frames\video_7_frame_900.jpg,helmet,helmet,0.910008430480957,True,evaluated
evaluation\frames\video_7_frame_990.jpg,helmet,helmet,0.8937210440635681,True,evaluated
evaluation\frames\video_7_frame_1080.jpg,helmet,helmet,0.863091766834259,True,evaluated
evaluation\frames\video_7_frame_1170.jpg,helmet,helmet,0.8338028788566589,True,evaluated
evaluation\frames\video_7_frame_1260.jpg,helmet,helmet,0.4439848065376282,True,evaluated
evaluation\frames\video_7_frame_1350.jpg,helmet,helmet,0.7657110691070557,True,evaluated
evaluation\frames\video_7_frame_1440.jpg,helmet,helmet,0.9208383560180664,True,evaluated
evaluation\frames\video_7_frame_1530.jpg,helmet,helmet,0.8177288770675659,True,evaluated
evaluation\frames\video_7_frame_1620.jpg,helmet,helmet,0.9041991233825684,True,evaluated
evaluation\frames\video_7_frame_1710.jpg,helmet,helmet,0.8868923187255859,True,evaluated
